amount,hour,category,lat,lon,is_fraud
17.79,12,Grocery,3.2064,101.532,0
28.06,13,Telco,3.6469,101.0831,0
14.29,12,Entertainment,3.9855,101.354,0
34.69,13,Telco,4.0277,101.0617,0
30.34,19,Transport,3.8657,101.5113,0
21.78,18,Transport,4.3347,101.0334,0
21.15,15,Grocery,3.7098,101.3229,0
23.76,14,Telco,3.401,101.458,0
14.87,18,Food,3.8159,101.2392,0
8.58,14,Entertainment,3.6266,101.3085,0
14.72,9,Telco,3.259,101.2327,0
10.77,16,Transport,3.2115,101.6572,0
5.0,23,Transport,3.2139,101.213,0
20.0,16,Telco,4.1386,101.659,0
15.6,10,Telco,3.4471,101.0163,0
22.43,22,Entertainment,3.6261,101.5529,0
8.08,16,Transport,3.1472,101.7649,0
11.26,12,Entertainment,3.8875,101.4297,0
21.28,22,Entertainment,4.0869,101.7949,0
5.0,23,Food,3.1735,101.4939,0
17.19,16,Entertainment,3.3587,101.4174,0
15.95,11,Food,3.7887,101.3147,0
22.47,15,Telco,3.1852,101.1711,0
20.77,23,Grocery,3.5605,101.6855,0
36.95,17,Food,4.3134,101.5126,0
24.85,9,Food,3.891,101.0393,0
24.11,18,Entertainment,4.204,101.512,0
5.0,21,Grocery,4.4709,101.7259,0
17.09,11,Entertainment,4.1332,101.635,0
32.99,23,Food,3.1007,101.6175,0
15.71,9,Entertainment,3.9079,101.6456,0
35.12,23,Food,4.1074,101.4633,0
14.97,10,Grocery,3.2027,101.1327,0
26.59,20,Telco,3.5854,101.375,0
13.77,23,Grocery,3.939,101.4472,0
32.58,13,Entertainment,3.3697,101.0279,0
22.8,23,Entertainment,3.322,101.5704,0
21.28,15,Food,3.4315,101.2653,0
19.6,21,Food,3.1791,101.7632,0
17.43,22,Telco,3.8007,101.1989,0
2931.29,3,Transfer,26.9548,110.531,1
5.03,10,Telco,3.4493,101.5411,0
24.51,20,Entertainment,3.6108,101.2469,0
4.24,12,Entertainment,3.6564,101.6266,0
4.17,9,Telco,3.5443,101.4439,0
25.45,17,Food,3.134,101.4221,0
7.5,10,Grocery,3.9046,101.7146,0
24.25,23,Grocery,3.4479,101.3287,0
11.87,11,Grocery,4.4067,101.3821,0
27.95,13,Entertainment,3.5121,101.4618,0
10.63,16,Telco,3.9313,101.1247,0
22.98,15,Entertainment,3.7784,101.5413,0
35.46,19,Grocery,3.205,101.401,0
5.0,9,Food,4.3662,101.5762,0
15.91,11,Transport,4.3165,101.4997,0
28.96,10,Telco,3.5958,101.5587,0
15.94,13,Telco,3.2486,101.7705,0
21.52,23,Food,3.6564,101.6167,0
30.15,23,Telco,3.384,101.4338,0
30.11,16,Transport,3.9648,101.4719,0
25.46,9,Food,3.9961,101.6099,0
29.57,11,Telco,4.1241,101.6205,0
21.64,20,Grocery,3.4262,101.1483,0
5.34,9,Entertainment,3.5465,101.6998,0
4.0,14,Grocery,4.3454,101.2223,0
4.62,15,Food,3.9203,101.5408,0
28.22,9,Entertainment,3.4352,101.429,0
27.04,11,Telco,4.3483,101.5252,0
199.0,3,Transfer,14.6674,117.8828,1
21.34,20,Food,3.5316,101.709,0
21.11,15,Telco,4.0176,101.0468,0
27.16,19,Food,3.1657,101.2926,0
13.27,10,Grocery,3.5306,101.6559,0
20.29,10,Transport,4.1037,101.0651,0
17.57,23,Telco,3.5557,101.5507,0
9.51,15,Food,3.2133,101.7421,0
31.78,18,Grocery,4.2467,101.4064,0
20.37,8,Telco,3.1618,101.015,0
16.67,18,Transport,3.7257,101.6197,0
30.82,19,Telco,4.4861,101.0497,0
26.3,12,Grocery,3.303,101.0233,0
21.18,10,Transport,3.1136,101.2466,0
16.26,23,Food,3.4588,101.1825,0
20.44,10,Entertainment,4.4961,101.494,0
27.38,9,Telco,3.3714,101.2538,0
15.1,19,Grocery,3.5506,101.2323,0
17.96,20,Grocery,3.5167,101.2798,0
7.36,8,Grocery,4.1851,101.3215,0
21.91,17,Grocery,3.5655,101.3431,0
26.96,18,Food,3.63,101.7581,0
17.52,18,Telco,3.3296,101.5531,0
28.34,17,Food,3.5214,101.6856,0
36.38,10,Grocery,4.1923,101.2054,0
22.35,15,Food,4.3123,101.7071,0
17.9,22,Food,3.3364,101.1235,0
18.02,8,Telco,4.44,101.1596,0
5.0,11,Telco,3.3163,101.7074,0
28.78,10,Telco,4.3824,101.3545,0
32.27,17,Entertainment,4.3689,101.4863,0
31.57,22,Telco,3.885,101.5152,0
28.14,12,Transport,4.1646,101.0137,0
19.11,19,Food,3.3435,101.4092,0
28.72,14,Grocery,3.9793,101.4335,0
9.83,20,Grocery,3.2728,101.1872,0
3.43,18,Entertainment,4.2573,101.094,0
11.11,14,Entertainment,3.5042,101.0324,0
52.78,21,Entertainment,4.2894,101.6951,0
15.0,16,Grocery,4.0333,101.4223,0
29.23,19,Transport,3.6969,101.4059,0
13.67,15,Entertainment,4.324,101.0528,0
25.6,20,Entertainment,3.1256,101.4208,0
5.0,21,Entertainment,3.4344,101.7676,0
28.18,11,Telco,4.3719,101.2457,0
12.41,19,Entertainment,4.3035,101.743,0
199.0,1,Transfer,17.2894,115.654,1
3824.4,2,Transfer,18.6843,117.8315,1
29.26,17,Grocery,4.4677,101.5086,0
32.35,17,Transport,3.4602,101.1768,0
2.99,9,Entertainment,4.1583,101.7537,0
8.15,9,Grocery,3.8552,101.4688,0
6.01,17,Telco,4.2864,101.5311,0
10.9,15,Transport,3.4084,101.3667,0
21.65,13,Telco,4.3432,101.1095,0
26.57,21,Telco,3.7364,101.0033,0
21.95,21,Entertainment,3.1825,101.3774,0
6.4,10,Grocery,3.6142,101.1078,0
12.21,11,Entertainment,4.4161,101.38,0
2.64,10,Entertainment,3.803,101.3285,0
5.0,11,Telco,3.8056,101.1325,0
26.38,14,Transport,4.4313,101.42,0
16.11,11,Entertainment,3.1869,101.676,0
10.29,19,Telco,4.4186,101.6706,0
5.88,9,Telco,4.375,101.5794,0
13.75,8,Entertainment,4.3161,101.4215,0
12.96,8,Grocery,3.7415,101.4298,0
25.38,14,Transport,4.122,101.0608,0
8.86,13,Transport,4.4425,101.5027,0
35.55,8,Transport,3.4873,101.2507,0
10.72,17,Food,3.9569,101.0113,0
28.06,14,Transport,3.7123,101.3481,0
22.9,16,Transport,4.1505,101.0298,0
22.16,16,Telco,3.425,101.4387,0
3.06,10,Transport,3.3002,101.6502,0
2.07,17,Entertainment,3.1394,101.3231,0
26.53,22,Transport,3.2819,101.3736,0
8.8,20,Transport,4.0313,101.0279,0
45.05,23,Telco,3.5684,101.7403,0
20.85,18,Telco,3.1354,101.6112,0
16.95,18,Transport,4.3917,101.7834,0
33.76,16,Grocery,3.7707,101.4404,0
15.28,21,Grocery,3.4182,101.5067,0
38.09,8,Grocery,4.4196,101.012,0
12.75,9,Grocery,4.0747,101.0361,0
18.27,21,Entertainment,3.2612,101.0214,0
22.92,23,Entertainment,3.2701,101.2995,0
27.81,23,Telco,3.6722,101.2345,0
11.33,14,Food,3.7155,101.2067,0
17.15,18,Food,4.0309,101.1407,0
17.58,17,Transport,3.275,101.3573,0
41.83,13,Entertainment,4.0287,101.6471,0
15.49,12,Entertainment,3.2284,101.6408,0
30.43,21,Telco,4.0788,101.689,0
14.51,16,Telco,4.4691,101.2184,0
16.29,17,Grocery,4.1773,101.3024,0
26.22,14,Grocery,3.5654,101.4977,0
33.39,16,Telco,3.7307,101.4652,0
5.91,14,Telco,4.2768,101.2279,0
15.96,13,Telco,3.3184,101.2006,0
16.4,22,Grocery,3.3192,101.0973,0
12.61,20,Telco,3.6506,101.0327,0
13.59,17,Grocery,3.1086,101.7995,0
5.17,11,Transport,4.1201,101.2424,0
26.58,10,Entertainment,3.4986,101.278,0
15.02,21,Grocery,3.1608,101.7563,0
23.89,8,Transport,4.3949,101.5623,0
9.05,15,Food,3.991,101.0244,0
31.88,16,Entertainment,3.1033,101.4067,0
9.82,23,Entertainment,3.5514,101.447,0
25.38,9,Transport,4.1423,101.2887,0
33.72,12,Telco,3.9462,101.1259,0
25.94,13,Transport,4.0894,101.6443,0
8.27,11,Entertainment,4.3335,101.3052,0
18.28,21,Telco,3.5358,101.5295,0
8.55,20,Entertainment,3.7952,101.5722,0
21.95,21,Telco,3.836,101.3592,0
5.0,17,Food,3.3057,101.1407,0
29.18,12,Food,3.7182,101.2339,0
13.12,12,Transport,4.3895,101.3682,0
13.28,23,Entertainment,3.8479,101.0706,0
4.97,23,Telco,3.3303,101.2274,0
23.71,21,Entertainment,4.2255,101.2058,0
10.3,18,Food,4.488,101.114,0
14.76,16,Telco,3.2947,101.7746,0
29.5,22,Entertainment,4.1838,101.4471,0
14.15,17,Grocery,3.8288,101.5201,0
31.37,22,Transport,3.434,101.0367,0
14.81,11,Telco,3.5828,101.4198,0
5.0,22,Entertainment,3.6441,101.7734,0
13.2,9,Food,3.464,101.3323,0
18.77,9,Transport,4.313,101.3783,0
20.06,13,Transport,4.4866,101.0778,0
26.19,18,Food,3.5034,101.2413,0
22.31,10,Grocery,3.4705,101.006,0
33.69,14,Transport,3.4094,101.4217,0
11.94,16,Grocery,4.4142,101.7158,0
14.87,10,Entertainment,3.9198,101.7335,0
14.2,19,Grocery,4.402,101.4436,0
4.73,15,Food,4.4814,101.2649,0
27.13,9,Telco,4.3436,101.6875,0
10.4,23,Grocery,3.2709,101.7085,0
3.78,18,Food,4.1344,101.6832,0
21.81,11,Transport,3.4701,101.147,0
13.98,12,Telco,3.7102,101.3979,0
10.06,8,Entertainment,4.3305,101.3003,0
3056.99,1,Transfer,38.0532,113.7853,1
21.08,23,Entertainment,3.3284,101.1318,0
31.57,8,Telco,3.5145,101.7932,0
40.89,15,Entertainment,3.1265,101.7264,0
12.45,9,Grocery,3.5744,101.3166,0
199.0,4,Transfer,44.3738,119.8298,1
20.2,16,Entertainment,4.1234,101.3948,0
18.25,20,Telco,3.9133,101.3055,0
5.86,22,Transport,4.3599,101.5208,0
6.59,18,Grocery,4.2637,101.2371,0
16.06,14,Telco,3.7349,101.5572,0
31.46,22,Telco,4.4583,101.7209,0
26.93,9,Entertainment,4.2962,101.3107,0
4.67,9,Transport,3.1041,101.1531,0
32.39,19,Transport,3.2019,101.4121,0
22.71,12,Food,3.5142,101.5517,0
30.34,9,Grocery,3.672,101.1146,0
20.18,17,Entertainment,3.1036,101.5786,0
26.49,14,Transport,3.746,101.0502,0
14.72,23,Telco,3.6229,101.7012,0
15.71,12,Grocery,3.3575,101.546,0
35.84,17,Entertainment,3.4121,101.3943,0
25.9,18,Telco,4.2653,101.4721,0
14.64,20,Food,4.0104,101.466,0
33.56,12,Grocery,4.0647,101.5029,0
15.93,15,Transport,4.4967,101.17,0
28.66,11,Grocery,3.6667,101.2258,0
17.99,18,Entertainment,4.377,101.6715,0
13.51,10,Transport,3.2529,101.6333,0
27.75,14,Grocery,3.4191,101.2418,0
16.61,15,Grocery,3.3283,101.757,0
18.25,12,Grocery,3.5422,101.7334,0
13.75,22,Telco,3.998,101.131,0
17.09,9,Food,3.2828,101.0663,0
17.8,8,Entertainment,4.0305,101.4522,0
27.52,10,Grocery,4.1759,101.4315,0
22.25,17,Grocery,3.1659,101.471,0
36.06,10,Entertainment,3.8474,101.7122,0
22.09,17,Telco,4.4205,101.1558,0
16.57,9,Entertainment,3.2188,101.0263,0
199.0,0,Transfer,35.1819,119.546,1
6.72,19,Telco,3.1588,101.3358,0
15.28,22,Food,4.4975,101.7883,0
7.88,22,Telco,3.2449,101.1607,0
199.0,3,Transfer,10.5364,119.3939,1
2982.88,3,Transfer,32.9105,114.9554,1
11.86,17,Telco,4.1109,101.322,0
4.78,15,Food,3.6061,101.6448,0
29.26,8,Entertainment,4.3476,101.1737,0
28.11,12,Transport,3.9248,101.71,0
14.12,11,Entertainment,3.3663,101.4459,0
20.73,16,Grocery,3.4025,101.4738,0
21.15,16,Grocery,3.1555,101.2621,0
9.69,9,Telco,3.3309,101.6048,0
5.55,16,Entertainment,3.2045,101.0136,0
7.56,18,Telco,3.7197,101.7596,0
26.0,19,Entertainment,3.3855,101.4792,0
27.99,15,Entertainment,3.206,101.648,0
20.82,21,Grocery,3.4578,101.0062,0
20.49,18,Telco,3.8163,101.7682,0
17.08,22,Food,3.1276,101.6499,0
13.25,13,Grocery,3.9149,101.2074,0
11.51,22,Entertainment,4.1275,101.3325,0
9.3,14,Food,3.3413,101.7217,0
10.8,22,Telco,3.9508,101.6703,0
11.27,21,Transport,4.2401,101.1326,0
4107.84,5,Transfer,46.0818,114.3824,1
25.1,23,Entertainment,3.6052,101.1637,0
25.93,12,Grocery,4.1735,101.4587,0
24.31,23,Transport,3.7521,101.5152,0
2.05,12,Transport,3.5512,101.0844,0
8.41,8,Telco,3.299,101.7312,0
25.39,21,Telco,3.9718,101.7644,0
10.3,23,Transport,3.5443,101.0621,0
35.86,19,Transport,3.7773,101.4415,0
16.31,21,Food,4.3134,101.6343,0
18.0,17,Transport,3.1494,101.4992,0
19.5,14,Food,3.7823,101.2203,0
19.32,12,Food,3.3307,101.7169,0
7.78,16,Entertainment,3.6382,101.5971,0
22.07,17,Grocery,4.1214,101.5239,0
3270.22,3,Transfer,10.4486,118.7969,1
5.0,23,Transport,4.1853,101.444,0
25.75,23,Entertainment,3.1163,101.5839,0
31.24,21,Grocery,4.1382,101.266,0
19.82,14,Telco,3.2988,101.7767,0
2.62,19,Entertainment,4.2827,101.2289,0
16.25,15,Grocery,3.4547,101.052,0
5.0,13,Transport,3.269,101.7471,0
25.02,22,Entertainment,3.8878,101.2158,0
21.97,15,Grocery,4.411,101.2259,0
2.78,23,Transport,4.2806,101.2332,0
3.06,12,Entertainment,4.1363,101.654,0
18.13,22,Telco,4.2791,101.2908,0
17.99,13,Transport,3.1282,101.7677,0
7.67,21,Food,4.3833,101.5727,0
6.65,18,Food,4.2809,101.2479,0
15.62,18,Transport,3.2435,101.4652,0
28.9,18,Food,4.2165,101.2895,0
10.93,21,Telco,3.4166,101.5615,0
11.54,14,Grocery,3.429,101.2929,0
18.85,13,Grocery,3.2955,101.6484,0
27.94,12,Entertainment,3.8485,101.3185,0
26.91,19,Entertainment,3.4527,101.7365,0
21.9,14,Entertainment,3.619,101.3393,0
16.31,20,Transport,3.6915,101.0843,0
37.24,12,Telco,3.783,101.2694,0
22.05,10,Telco,3.6371,101.0257,0
19.02,18,Food,3.2647,101.6375,0
37.81,9,Entertainment,3.4622,101.4217,0
25.06,17,Telco,4.4802,101.5124,0
19.12,10,Telco,4.3094,101.1198,0
13.21,17,Transport,4.1628,101.2981,0
11.1,16,Telco,3.869,101.5371,0
13.1,23,Food,3.2264,101.4859,0
6.43,14,Telco,4.1154,101.4221,0
18.18,15,Entertainment,3.2418,101.1338,0
34.02,10,Entertainment,3.4474,101.4588,0
32.4,10,Transport,4.0303,101.5654,0
25.45,16,Food,3.7771,101.7262,0
13.9,9,Telco,4.2719,101.4879,0
33.08,16,Food,3.8953,101.4896,0
26.97,13,Food,3.6567,101.6974,0
25.84,13,Grocery,4.4063,101.1815,0
17.45,16,Food,3.2485,101.3877,0
13.03,10,Grocery,3.1104,101.6985,0
33.91,17,Food,3.9002,101.7021,0
12.61,8,Food,3.2683,101.5725,0
31.54,11,Transport,4.1834,101.2334,0
16.86,20,Entertainment,3.2973,101.3724,0
34.52,23,Grocery,3.5692,101.6277,0
22.48,8,Transport,4.2535,101.7086,0
21.81,16,Entertainment,3.6851,101.3282,0
31.57,15,Telco,4.3673,101.4861,0
15.04,19,Transport,3.5563,101.0981,0
23.0,19,Telco,4.2166,101.1051,0
39.73,9,Telco,4.2948,101.7729,0
28.41,8,Food,3.3126,101.4635,0
40.85,8,Grocery,4.1058,101.1072,0
8.97,13,Food,4.1952,101.184,0
25.52,11,Food,4.0978,101.7651,0
15.78,18,Telco,3.6918,101.1388,0
13.33,13,Food,3.7964,101.6141,0
4.47,13,Transport,3.5492,101.3191,0
5.0,13,Grocery,3.6175,101.7518,0
19.27,11,Transport,3.6806,101.596,0
24.9,17,Entertainment,3.4006,101.4278,0
17.67,22,Telco,4.355,101.2803,0
4878.85,5,Transfer,29.5651,114.6876,1
39.58,12,Entertainment,3.9156,101.7401,0
15.01,20,Food,3.2249,101.5514,0
33.18,13,Telco,3.7378,101.1211,0
11.59,15,Food,3.5304,101.1709,0
30.72,17,Grocery,4.1985,101.6985,0
24.34,8,Food,4.1675,101.0357,0
39.28,15,Entertainment,4.4316,101.1616,0
13.18,23,Entertainment,3.8029,101.6115,0
32.36,22,Grocery,3.7477,101.6496,0
15.76,15,Telco,3.7843,101.5148,0
12.01,22,Transport,4.165,101.4007,0
6.77,14,Food,3.6411,101.026,0
39.57,19,Food,4.0954,101.2255,0
27.73,11,Grocery,3.8205,101.5999,0
9.41,22,Transport,3.6319,101.5185,0
13.74,22,Entertainment,3.902,101.509,0
47.22,12,Telco,3.7612,101.3746,0
22.34,22,Telco,3.3017,101.2182,0
25.86,21,Transport,3.3333,101.0417,0
30.74,22,Transport,4.258,101.7055,0
14.89,20,Entertainment,3.2412,101.5748,0
19.66,13,Entertainment,4.4439,101.2362,0
5.0,9,Telco,3.294,101.0256,0
23.15,18,Transport,3.6936,101.6609,0
23.87,21,Food,3.6563,101.5467,0
13.13,23,Entertainment,4.1723,101.069,0
24.2,22,Food,3.4645,101.366,0
20.8,14,Food,3.7167,101.2495,0
28.83,10,Entertainment,4.3259,101.627,0
37.31,18,Entertainment,4.1568,101.0017,0
26.39,21,Entertainment,4.4306,101.3395,0
5.0,22,Food,3.9893,101.7681,0
23.91,15,Entertainment,4.0328,101.1963,0
21.83,16,Telco,4.294,101.7836,0
30.47,14,Transport,3.5631,101.0575,0
23.46,22,Transport,4.3321,101.4516,0
29.73,23,Food,3.9333,101.7135,0
25.87,21,Grocery,3.3466,101.5877,0
10.72,21,Grocery,3.4271,101.2378,0
8.28,15,Entertainment,3.1872,101.0807,0
43.74,14,Entertainment,4.4017,101.1479,0
29.3,12,Grocery,4.3005,101.7692,0
18.75,22,Entertainment,4.3769,101.7781,0
32.1,14,Transport,3.4819,101.2081,0
48.74,14,Grocery,3.5076,101.4621,0
12.82,12,Grocery,3.6713,101.3827,0
6.92,9,Food,4.4124,101.6701,0
20.7,14,Food,4.154,101.2607,0
11.76,14,Grocery,3.7619,101.1206,0
22.13,13,Telco,3.9961,101.4227,0
11.01,10,Entertainment,3.374,101.7971,0
21.94,23,Grocery,4.1847,101.062,0
33.84,14,Entertainment,3.5552,101.7493,0
27.63,14,Telco,3.6139,101.3686,0
36.49,16,Telco,3.1135,101.0688,0
12.6,14,Food,4.4979,101.2741,0
36.72,11,Grocery,3.2574,101.1668,0
19.29,11,Grocery,4.0074,101.0974,0
5.0,20,Entertainment,3.8864,101.7985,0
4.82,23,Telco,4.3271,101.3191,0
21.38,12,Telco,4.0963,101.4508,0
34.86,14,Food,3.1123,101.4776,0
25.71,12,Grocery,3.1232,101.5854,0
21.22,15,Transport,3.4452,101.5189,0
9.33,14,Grocery,4.2322,101.0247,0
5.71,9,Grocery,3.4021,101.624,0
5.66,19,Telco,4.3751,101.196,0
27.01,14,Entertainment,4.4469,101.2431,0
22.88,16,Entertainment,3.501,101.2986,0
7.86,22,Grocery,4.4298,101.3069,0
16.39,23,Transport,3.7962,101.0879,0
17.24,19,Grocery,3.5227,101.3297,0
5.0,19,Telco,3.3618,101.1939,0
24.17,13,Transport,3.1164,101.7032,0
27.24,11,Transport,3.9182,101.3542,0
25.18,20,Telco,4.4705,101.5657,0
12.1,13,Transport,3.2349,101.0595,0
14.64,22,Food,3.9238,101.6634,0
14.88,18,Food,3.7511,101.5097,0
18.38,20,Telco,4.3717,101.2527,0
6.26,12,Food,4.2892,101.6743,0
32.0,9,Entertainment,4.0552,101.1935,0
34.93,8,Transport,4.1857,101.3712,0
16.74,14,Entertainment,4.2883,101.6596,0
21.28,8,Transport,4.1471,101.5176,0
12.53,14,Grocery,4.0352,101.6953,0
11.33,9,Food,3.5842,101.132,0
18.29,8,Telco,3.3592,101.1656,0
24.27,14,Entertainment,3.8153,101.72,0
5.0,12,Entertainment,4.2755,101.1853,0
5.0,14,Food,3.4093,101.1907,0
42.99,13,Telco,3.9397,101.6195,0
33.24,20,Grocery,4.1625,101.3866,0
20.54,21,Grocery,3.8223,101.5035,0
19.0,19,Grocery,3.8594,101.4818,0
7.66,11,Telco,4.319,101.2407,0
4.91,10,Grocery,4.0123,101.1932,0
20.77,17,Food,3.1578,101.0887,0
9.14,10,Entertainment,4.0646,101.3237,0
10.11,10,Food,3.9327,101.1237,0
27.08,13,Grocery,3.2274,101.6411,0
23.47,16,Food,3.531,101.6213,0
9.71,17,Entertainment,4.2838,101.665,0
9.86,8,Food,3.2007,101.7941,0
30.35,13,Telco,3.5619,101.2671,0
12.48,8,Telco,3.5552,101.0117,0
23.66,21,Food,3.6474,101.1488,0
4.3,22,Food,4.1537,101.3963,0
2.69,16,Entertainment,4.401,101.0803,0
11.04,11,Food,4.0709,101.4404,0
13.73,18,Entertainment,3.1927,101.1381,0
33.48,9,Entertainment,3.4988,101.2862,0
32.82,23,Grocery,4.2918,101.1102,0
21.21,17,Food,3.1182,101.3951,0
21.24,8,Entertainment,4.2545,101.4191,0
10.08,22,Transport,3.1001,101.2629,0
5.0,10,Entertainment,3.1008,101.6969,0
3.42,18,Telco,3.4635,101.2004,0
19.65,12,Entertainment,3.5627,101.6635,0
21.38,19,Grocery,4.4908,101.6986,0
8.13,8,Entertainment,4.3798,101.6855,0
19.91,20,Telco,4.4179,101.2189,0
19.6,10,Telco,4.1303,101.6952,0
33.66,13,Entertainment,3.7953,101.6404,0
16.35,23,Grocery,3.6287,101.1528,0
17.77,23,Entertainment,3.1265,101.2439,0
32.99,14,Entertainment,3.1885,101.0488,0
15.23,20,Food,3.6609,101.3865,0
10.09,10,Grocery,4.0853,101.2369,0
20.69,20,Telco,3.4886,101.3059,0
199.0,1,Transfer,44.9696,113.9841,1
23.52,13,Telco,3.7912,101.6494,0
22.5,20,Telco,4.4714,101.0777,0
16.53,16,Grocery,3.8432,101.6731,0
11.59,22,Food,3.6751,101.2118,0
23.86,13,Grocery,4.4465,101.2991,0
28.34,12,Grocery,4.4582,101.6099,0
18.95,11,Grocery,3.8358,101.7466,0
23.46,12,Entertainment,3.6862,101.7154,0
21.02,23,Transport,3.4615,101.5017,0
19.3,9,Transport,3.445,101.1931,0
22.11,17,Grocery,3.37,101.0269,0
10.89,23,Telco,3.9732,101.208,0
23.54,22,Entertainment,3.9269,101.326,0
3.89,13,Food,3.7196,101.2624,0
19.33,14,Grocery,3.8992,101.2558,0
27.88,8,Entertainment,4.4684,101.1517,0
20.53,14,Food,3.6033,101.5567,0
33.86,16,Transport,4.2674,101.1423,0
18.26,16,Entertainment,3.8529,101.0414,0
5.0,19,Entertainment,3.4027,101.3331,0
31.11,17,Transport,3.5308,101.2756,0
10.76,16,Transport,3.4423,101.498,0
30.11,9,Entertainment,4.109,101.6383,0
9.79,17,Food,4.4536,101.2459,0
11.93,12,Telco,3.5899,101.1769,0
27.47,18,Food,3.8867,101.2721,0
11.07,22,Food,3.6905,101.262,0
26.19,22,Transport,3.7036,101.2135,0
13.27,17,Food,3.8255,101.4814,0
5.0,21,Food,3.6626,101.4697,0
6.23,19,Transport,3.6297,101.0943,0
16.0,22,Transport,3.6743,101.5605,0
2.53,15,Grocery,4.1519,101.2366,0
34.37,13,Telco,4.1322,101.5616,0
24.61,17,Transport,3.1444,101.6608,0
33.49,15,Telco,3.8259,101.7097,0
23.78,20,Entertainment,4.0289,101.4606,0
18.45,15,Grocery,3.1665,101.3375,0
17.87,8,Food,4.1436,101.3262,0
4.63,22,Transport,3.5919,101.1957,0
17.82,10,Telco,3.8826,101.6234,0
33.72,12,Food,3.6732,101.2448,0
28.95,22,Entertainment,3.7019,101.5948,0
13.41,8,Entertainment,4.4998,101.3612,0
32.85,19,Telco,4.4136,101.6416,0
13.26,19,Food,4.3769,101.5201,0
24.79,10,Grocery,3.2469,101.0982,0
18.33,23,Grocery,3.3811,101.798,0
20.47,10,Grocery,3.7056,101.5821,0
11.41,16,Food,4.4895,101.0782,0
25.7,19,Entertainment,3.5843,101.3534,0
19.18,16,Grocery,3.1471,101.6871,0
25.57,11,Transport,3.8722,101.2557,0
34.24,15,Food,3.9568,101.4418,0
31.04,18,Food,3.8134,101.1723,0
2.86,13,Food,3.9526,101.1759,0
40.55,13,Entertainment,4.1898,101.1617,0
29.07,19,Transport,4.3719,101.4423,0
20.05,13,Grocery,4.3602,101.6981,0
23.47,10,Entertainment,3.3793,101.1182,0
24.02,10,Food,3.6191,101.2523,0
30.86,22,Entertainment,3.437,101.2486,0
29.06,17,Food,3.6241,101.7184,0
23.09,15,Food,4.2897,101.6543,0
27.54,16,Grocery,3.71,101.5171,0
13.08,13,Telco,4.2328,101.1559,0
15.76,11,Telco,3.3963,101.624,0
15.01,18,Food,3.7308,101.0068,0
21.24,11,Transport,4.3657,101.0308,0
13.07,22,Entertainment,3.9724,101.5727,0
20.41,15,Entertainment,4.2478,101.249,0
5.0,11,Food,3.7659,101.7393,0
17.08,8,Transport,4.1761,101.0386,0
32.64,8,Telco,4.0356,101.5103,0
2.5,15,Telco,3.9318,101.7052,0
22.91,20,Entertainment,3.9213,101.4706,0
13.68,21,Entertainment,3.7669,101.4196,0
20.52,13,Transport,3.8025,101.7531,0
9.16,11,Telco,4.0341,101.4342,0
11.95,10,Entertainment,4.4649,101.6792,0
31.93,9,Telco,4.0807,101.4839,0
33.83,16,Transport,3.3878,101.3867,0
26.35,23,Grocery,3.7041,101.6979,0
41.37,9,Telco,4.2888,101.1631,0
13.16,9,Food,3.2284,101.7881,0
32.39,13,Entertainment,3.5539,101.4975,0
27.45,16,Food,3.4746,101.2923,0
25.75,12,Grocery,4.0339,101.6846,0
34.96,23,Entertainment,4.2155,101.2381,0
30.91,12,Food,4.0766,101.0387,0
17.69,14,Grocery,3.4635,101.7256,0
5.99,16,Food,3.3511,101.4425,0
16.91,11,Grocery,4.0377,101.3792,0
30.34,14,Telco,3.1748,101.6763,0
25.54,15,Grocery,3.4166,101.2206,0
30.7,10,Grocery,4.2558,101.4899,0
28.3,18,Food,4.1062,101.0982,0
17.49,19,Grocery,3.8578,101.3402,0
31.22,21,Entertainment,3.2278,101.4155,0
4.82,22,Transport,3.7773,101.446,0
11.74,14,Entertainment,3.3391,101.2903,0
12.9,9,Food,4.3918,101.4549,0
27.32,17,Food,3.544,101.4645,0
14.21,11,Food,3.6973,101.0515,0
28.12,23,Telco,3.499,101.2082,0
12.86,16,Transport,3.2372,101.6794,0
19.14,11,Grocery,4.139,101.5274,0
28.27,13,Grocery,3.8408,101.2514,0
17.63,8,Transport,3.4325,101.0565,0
12.7,22,Telco,3.6195,101.5982,0
41.72,9,Entertainment,3.5925,101.1264,0
23.04,16,Food,3.6156,101.3891,0
24.24,10,Telco,3.7459,101.3773,0
16.63,13,Grocery,3.6918,101.0945,0
8.86,17,Entertainment,4.0454,101.5682,0
8.29,14,Entertainment,4.138,101.6993,0
23.33,10,Food,3.2435,101.2325,0
7.68,20,Telco,3.1119,101.3276,0
20.97,18,Grocery,3.266,101.4536,0
33.0,13,Grocery,3.303,101.766,0
25.0,23,Food,3.621,101.0026,0
24.31,12,Grocery,4.1997,101.6615,0
21.7,22,Transport,4.1128,101.3329,0
28.54,18,Food,4.045,101.4835,0
5.0,12,Telco,3.1213,101.1845,0
18.99,19,Food,4.3049,101.3776,0
37.51,12,Entertainment,4.3106,101.4749,0
22.01,23,Transport,3.5595,101.12,0
9.05,19,Telco,4.1548,101.595,0
32.83,23,Telco,3.6376,101.067,0
11.43,19,Transport,4.4295,101.5238,0
22.29,19,Entertainment,3.9029,101.1048,0
21.5,11,Food,3.3692,101.6161,0
